Variation ID	Chromosome	Region Start	Region End	Feature Type Class	Feature Type	Epigenome
rs10776775	chr1	114435480	114444480	Histone	H3K36me3	Monocytes-CD14+ (PB) Roadmap
rs10776775	chr1	114435480	114446820	Histone	H3K36me3	neural stem progenitor cell
rs10776775	chr1	114435700	114445860	Histone	H3K36me3	Natural Killer cells (PB)
rs10776775	chr1	114435720	114446460	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs10776775	chr1	114435780	114436560	Histone	H3K4me1	Fetal Intestine Large
rs10776775	chr1	114435780	114446660	Histone	H3K36me3	Fetal Thymus
rs10776775	chr1	114435820	114446260	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs10776775	chr1	114435820	114446000	Histone	H3K36me3	T cells (PB) Roadmap
rs10776775	chr1	114435868	114436496	Histone	H3K27ac	Fetal Intestine Large
rs10776775	chr1	114435960	114436580	Histone	H3K36me3	IMR 90
rs10776775	chr1	114436000	114445240	Histone	H3K36me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs10776775	chr1	114436020	114446260	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs10776775	chr1	114436080	114436600	Histone	H3K36me3	Thymus
rs10776775	chr1	114436100	114441500	Histone	H3K36me3	Placenta
rs10776775	chr1	114436100	114436860	Histone	H3K4me1	brain
rs10776775	chr1	114436100	114436640	Histone	H3K36me3	Fetal Muscle Leg
rs10776775	chr1	114436200	114436580	Histone	H3K36me3	HUES48
rs10776775	chr1	114436200	114436520	Histone	H3K36me3	H1-mesenchymal
rs10776775	chr1	114436220	114436760	Histone	H3K36me3	lung ENCSR465WKM
rs10776775	chr1	114436220	114436820	Histone	H3K36me3	Fetal Muscle Trunk
rs10776775	chr1	114436220	114436560	Histone	H3K36me3	Ovary
rs10776775	chr1	114436277	114436483	Histone	H3K27ac	Lung
rs10776775	chr1	114436417	114438363	Histone	H3K27ac	CD4 positive alpha beta T cell
rs10776775	chr1	114436434	114436675	Histone	H3K27ac	T helper 17 cell
rs10776775	chr1	114436463	114436636	Histone	H3K27ac	common myeloid progenitor CD34 positive
rs3811019	chr1	114471540	114471740	Histone	H2AK5ac	H1-trophoblast
rs3811019	chr1	114471540	114472200	Histone	H2BK12ac	H1-mesenchymal
rs3811019	chr1	114471541	114473087	Open Chromatin	DNase1	foreskin fibroblast
rs3811019	chr1	114471553	114472525	Open Chromatin	DNase1	lung ENCSR465WKM
rs3811019	chr1	114471558	114472459	Open Chromatin	DNase1	Ovary
rs3811019	chr1	114471572	114472458	Open Chromatin	DNase1	Fetal Thymus
rs3811019	chr1	114471575	114473025	Open Chromatin	DNase1	kidney
rs3811019	chr1	114471577	114472398	Open Chromatin	DNase1	Fetal Adrenal Gland
rs3811019	chr1	114471581	114472365	Open Chromatin	DNase1	IMR90
rs3811019	chr1	114471581	114472393	Open Chromatin	DNase1	Fetal Muscle Leg
rs3811019	chr1	114469120	114471740	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs3811019	chr1	114469740	114472040	Histone	H3K4me1	Fetal Muscle Leg
rs3811019	chr1	114469980	114473940	Histone	H2AK5ac	IMR90
rs3811019	chr1	114470000	114471720	Histone	H3K4me1	Fetal Stomach
rs3811019	chr1	114470040	114472180	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs3811019	chr1	114470140	114472060	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs3811019	chr1	114470140	114471840	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs3811019	chr1	114470200	114471700	Histone	H3K4me1	heart
rs3811019	chr1	114470220	114471680	Histone	H3K4me1	lung ENCSR465WKM
rs3811019	chr1	114470230	114473750	Histone	H3K27ac	Fetal Intestine Large
rs3811019	chr1	114470280	114471620	Histone	H3K4me1	Fetal Intestine Small
rs3811019	chr1	114470280	114471820	Histone	H3K4me1	B cells (PB) Roadmap
rs3811019	chr1	114470331	114474238	Histone	H3K27ac	Fetal Intestine Small
rs3811019	chr1	114470340	114472220	Histone	H3K14ac	IMR90
rs3811019	chr1	114470356	114477076	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs3811019	chr1	114470360	114472140	Histone	H3K4me1	Fetal Thymus
rs3811019	chr1	114470360	114471940	Histone	H3K4me1	IMR 90
rs3811019	chr1	114470380	114471980	Histone	H3K4me1	Fetal Adrenal Gland
rs3811019	chr1	114470380	114472260	Histone	H4K8ac	IMR 90
rs3811019	chr1	114470380	114472200	Histone	H2BK12ac	IMR 90
rs3811019	chr1	114470400	114472260	Histone	H4K8ac	IMR90
rs3811019	chr1	114470429	114474360	Histone	H3K27ac	Fetal Muscle Leg
rs3811019	chr1	114470460	114471780	Histone	H3K4me1	CD4 positive alpha beta memory T cell
rs3811019	chr1	114470490	114492263	Histone	H3K27ac	Fetal Thymus
rs3811019	chr1	114470505	114475160	Histone	H3K27ac	common myeloid progenitor CD34 positive
rs3811019	chr1	114470536	114474247	Histone	H3K9ac	kidney
rs3811019	chr1	114470580	114471960	Histone	H3K4me1	CD4 positive alpha beta T cell
rs3811019	chr1	114470581	114493586	Histone	H3K27ac	naive thymus derived CD4 positive alpha beta T cell
rs3811019	chr1	114470623	114475184	Histone	H3K4me3	common myeloid progenitor CD34 positive
rs3811019	chr1	114470631	114474776	Histone	H3K4me3	Monocytes-CD14+ (PB) Roadmap
rs3811019	chr1	114470640	114472100	Histone	H3K4me1	T cells (PB) Roadmap
rs3811019	chr1	114470640	114472080	Histone	H3K4me1	neuron
rs3811019	chr1	114470660	114472100	Histone	H3K4me1	neutrophil
rs3811019	chr1	114470660	114471940	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
rs3811019	chr1	114470668	114474923	Histone	H3K4me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs3811019	chr1	114470672	114473855	Histone	H3K27ac	Fetal Stomach
rs3811019	chr1	114470673	114472205	Histone	H3K4me2	IMR90
rs3811019	chr1	114470673	114472205	Histone	H3K4me2	IMR 90
rs3811019	chr1	114470680	114472200	Histone	H2BK12ac	IMR90
rs3811019	chr1	114470680	114471620	Histone	H3K27me3	iPS 20b
rs3811019	chr1	114470697	114473843	Histone	H3K4me3	Fetal Intestine Large
rs3811019	chr1	114470699	114473851	Histone	H3K27ac	B cells (PB) Roadmap
rs3811019	chr1	114470700	114471960	Histone	H3K4me1	neural stem progenitor cell
rs3811019	chr1	114470704	114473828	Histone	H3K4me3	kidney
rs3811019	chr1	114470720	114472200	Histone	H3K14ac	IMR 90
rs3811019	chr1	114470725	114473909	Histone	H3K9ac	IMR90
rs3811019	chr1	114470726	114473653	Histone	H3K27ac	Right Atrium
rs3811019	chr1	114470732	114473612	Histone	H3K27ac	Spleen
rs3811019	chr1	114470738	114472216	Histone	H3K4ac	IMR90
rs3811019	chr1	114470740	114472160	Histone	H3K4me1	Natural Killer cells (PB)
rs3811019	chr1	114470741	114473584	Histone	H3K27ac	Aorta
rs3811019	chr1	114470745	114473960	Histone	H3K4me3	Fetal Stomach
rs3811019	chr1	114470756	114473568	Histone	H3K27ac	Lung
rs3811019	chr1	114470760	114471740	Histone	H3K4me1	iPS 20b
rs3811019	chr1	114470760	114472220	Histone	H3K79me1	IMR 90
rs3811019	chr1	114470764	114473801	Histone	H3K4me3	IMR90
rs3811019	chr1	114470765	114473773	Histone	H3K27ac	Monocytes-CD14+ (PB) Roadmap
rs3811019	chr1	114470766	114472190	Histone	H4K5ac	IMR90
rs3811019	chr1	114470771	114473811	Histone	H3K4me3	Fetal Muscle Trunk
rs3811019	chr1	114470773	114473718	Histone	H3K4me3	Aorta
rs3811019	chr1	114470776	114473770	Histone	H3K27ac	Small Intestine
rs3811019	chr1	114470777	114477617	Histone	H3K4me3	Thymus
rs3811019	chr1	114470798	114474080	Histone	H3K27ac	Placenta
rs3811019	chr1	114470800	114471840	Histone	H3K4me1	H1 hESC
rs3811019	chr1	114470813	114473742	Histone	H3K4me3	Fetal Intestine Small
rs3811019	chr1	114470820	114471720	Histone	H3K4me1	endodermal cell
rs3811019	chr1	114470832	114472374	Histone	H3K4me3	neutrophil
rs3811019	chr1	114470840	114471740	Histone	H3K4me1	T helper 17 cell
rs3811019	chr1	114470841	114484471	Histone	H3K27ac	Natural Killer cells (PB)
rs3811019	chr1	114470843	114473586	Histone	H3K27ac	Left Ventricle
rs3811019	chr1	114470846	114477132	Histone	H3K4me3	CD4 positive alpha beta T cell
rs3811019	chr1	114470853	114473801	Histone	H3K4me3	IMR 90
rs3811019	chr1	114470854	114473760	Histone	H3K4me3	Right Atrium
rs3811019	chr1	114470854	114473876	Histone	H3K4me3	neuron
rs3811019	chr1	114470860	114472100	Histone	H3K4me1	HUES6
rs3811019	chr1	114470873	114472257	Histone	H3K9ac	lung ENCSR465WKM
rs3811019	chr1	114470893	114476527	Histone	H3K4me3	Fetal Thymus
rs3811019	chr1	114470908	114474332	Histone	H3K4me3	HUES6
rs3811019	chr1	114470908	114472432	Open Chromatin	DNase1	H1-mesenchymal
rs3811019	chr1	114470922	114474178	Histone	H3K4me3	Fetal Muscle Leg
rs3811019	chr1	114470928	114473689	Histone	H3K4me3	B cells (PB) Roadmap
rs3811019	chr1	114470929	114474203	Histone	H3K4me3	Psoas Muscle
rs3811019	chr1	114470940	114492245	Histone	H3K27ac	T cells (PB) Roadmap
rs3811019	chr1	114470940	114474756	Histone	H3K27ac	Fetal Adrenal Gland
rs3811019	chr1	114470944	114476993	Histone	H3K27ac	CD4 positive alpha beta T cell
rs3811019	chr1	114470944	114472254	Histone	H3K9ac	heart
rs3811019	chr1	114470946	114473783	Histone	H3K4me3	heart right ventricle
rs3811019	chr1	114470953	114473792	Histone	H3K4me3	Fetal Adrenal Gland
rs3811019	chr1	114470954	114476269	Histone	H3K27ac	CD4 positive alpha beta memory T cell
rs3811019	chr1	114470960	114471800	Histone	H3K4me1	HUES48
rs3811019	chr1	114470961	114474014	Histone	H3K4me3	naive thymus derived CD4 positive alpha beta T cell
rs3811019	chr1	114470961	114476906	Histone	H3K27ac	Thymus
rs3811019	chr1	114470977	114476114	Histone	H3K27ac	effector memory CD4 positive alpha beta T cell
rs3811019	chr1	114470984	114473621	Histone	H3K4me3	Ovary
rs3811019	chr1	114471004	114472170	Histone	H3K23ac	IMR90
rs3811019	chr1	114471004	114472163	Histone	H3K23ac	IMR 90
rs3811019	chr1	114471020	114471740	Histone	H3K4me1	HUES64
rs3811019	chr1	114471075	114473835	Histone	H3K4me3	lung ENCSR465WKM
rs3811019	chr1	114471078	114474157	Histone	H3K4me3	iPS 15b
rs3811019	chr1	114471079	114472167	Histone	H3K4me2	H1-trophoblast
rs3811019	chr1	114471080	114472207	Histone	H3K18ac	IMR90
rs3811019	chr1	114471093	114472214	Histone	H3K4me3	brain
rs3811019	chr1	114471096	114473700	Histone	H3K4me3	Placenta
rs3811019	chr1	114471100	114471720	Histone	H3K4me1	iPS 15b
rs3811019	chr1	114471102	114473886	Histone	H3K4me3	neural stem progenitor cell
rs3811019	chr1	114471103	114472181	Histone	H3K4me2	H9
rs3811019	chr1	114471104	114474237	Histone	H3K27ac	IMR90
rs3811019	chr1	114471109	114474161	Histone	H3K4me3	HUES64
rs3811019	chr1	114471113	114474953	Histone	H3K4me3	Natural Killer cells (PB)
rs3811019	chr1	114471113	114474838	Histone	H3K4me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs3811019	chr1	114471122	114472310	Histone	H3K4me3	iPS 20b
rs3811019	chr1	114471144	114474727	Open Chromatin	DNase1	T cells (PB) Roadmap
rs3811019	chr1	114471153	114473549	Open Chromatin	DNase1	B cells (PB) Roadmap
rs3811019	chr1	114471166	114472191	Histone	H3K4me3	CD4 positive alpha beta memory T cell
rs3811019	chr1	114471167	114473944	Histone	H3K4me3	HUES48
rs3811019	chr1	114471170	114475333	Histone	H3K4me3	T cells (PB) Roadmap
rs3811019	chr1	114471177	114473876	Histone	H3K27ac	Fetal Muscle Trunk
rs3811019	chr1	114471180	114471740	Histone	H3K4me1	IMR90
rs3811019	chr1	114471180	114472180	Histone	H2AK5ac	IMR 90
rs3811019	chr1	114471193	114473797	Histone	H3K27ac	sigmoid colon
rs3811019	chr1	114471194	114476937	Histone	H3K27ac	T helper 17 cell
rs3811019	chr1	114471198	114473616	Histone	H3K27ac	esophagus
rs3811019	chr1	114471201	114473805	Histone	H3K4me3	T helper 17 cell
rs3811019	chr1	114471214	114473573	Histone	H3K4me3	sigmoid colon
rs3811019	chr1	114471214	114473735	Open Chromatin	DNase1	heart
rs3811019	chr1	114471220	114472180	Histone	H3K79me2	IMR 90
rs3811019	chr1	114471222	114472175	Histone	H3K4ac	IMR 90
rs3811019	chr1	114471222	114472422	Open Chromatin	DNase1	Natural Killer cells (PB)
rs3811019	chr1	114471223	114473571	Histone	H3K4me3	Lung
rs3811019	chr1	114471226	114472398	Open Chromatin	DNase1	T cell
rs3811019	chr1	114471228	114472192	Histone	H3K27ac	IMR 90
rs3811019	chr1	114471229	114472249	Histone	H3K9ac	IMR 90
rs3811019	chr1	114471229	114473565	Histone	H3K4me3	Pancreas
rs3811019	chr1	114471230	114472156	Histone	H3K18ac	IMR 90
rs3811019	chr1	114471244	114472263	Histone	H3K4me3	endodermal cell
rs3811019	chr1	114471256	114473329	Histone	H3K4me3	Small Intestine
rs3811019	chr1	114471266	114474423	Histone	H3K4me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs3811019	chr1	114471276	114472197	Histone	H3K4me2	H1 hESC
rs3811019	chr1	114471280	114472215	Histone	H3K4me3	H9
rs3811019	chr1	114471280	114471740	Histone	H3K4me1	H1-neuronal progenitor
rs3811019	chr1	114471284	114473427	Histone	H3K9ac	HUES6
rs3811019	chr1	114471286	114473273	Histone	H3K27ac	Pancreas
rs3811019	chr1	114471294	114472190	Histone	H4K5ac	IMR 90
rs3811019	chr1	114471299	114473838	Histone	H3K4me3	H1 hESC
rs3811019	chr1	114471300	114473766	Open Chromatin	DNase1	common myeloid progenitor CD34 positive
rs3811019	chr1	114471324	114472181	Histone	H3K4me3	heart
rs3811019	chr1	114471351	114473578	Histone	H3K4me3	esophagus
rs3811019	chr1	114471354	114472257	Histone	H3K4me2	H1-neuronal progenitor
rs3811019	chr1	114471368	114472378	Open Chromatin	DNase1	foreskin melanocyte
rs3811019	chr1	114471399	114473614	Histone	H3K4me3	Left Ventricle
rs3811019	chr1	114471420	114472160	Histone	H3K4me1	iPS DF 19.11
rs3811019	chr1	114471420	114473160	Histone	H3K79me1	H1-trophoblast
rs3811019	chr1	114471440	114471960	Histone	H3K23me2	H1 hESC
rs3811019	chr1	114471445	114473079	Histone	H3K27ac	Gastric
rs3811019	chr1	114471456	114472200	Histone	H3K9ac	iPS 15b
rs3811019	chr1	114471458	114472175	Histone	H3K27ac	Ovary
rs3811019	chr1	114471460	114473220	Histone	H4K8ac	H1-trophoblast
rs3811019	chr1	114471460	114472176	Histone	H3K9ac	endodermal cell
rs3811019	chr1	114471464	114473304	Histone	H3K4me3	effector memory CD4 positive alpha beta T cell
rs3811019	chr1	114471465	114472377	Open Chromatin	DNase1	brain ENCSR189GMC
rs3811019	chr1	114471469	114472015	Histone	H3K4me2	H1-mesenchymal
rs3811019	chr1	114471476	114473618	Histone	H3K4me3	iPS DF 19.11
rs3811019	chr1	114471480	114473480	Histone	H3K14ac	H1-trophoblast
rs3811019	chr1	114471480	114471720	Histone	H3K4me1	H1-trophoblast
rs3811019	chr1	114471485	114473283	Histone	H3K4me3	Gastric
rs3811019	chr1	114471491	114472417	Open Chromatin	DNase1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs3811019	chr1	114471491	114472447	Open Chromatin	DNase1	Placenta
rs3811019	chr1	114471499	114473475	Histone	H3K4me3	iPS DF 6.9
rs3811019	chr1	114471500	114472100	Histone	H3K23me2	H9
rs3811019	chr1	114471500	114471660	Histone	H3K4me1	H9
rs3811019	chr1	114471504	114473059	Histone	H3K27ac	heart right ventricle
rs3811019	chr1	114471511	114473565	Open Chromatin	DNase1	H1-neuronal progenitor
rs3811019	chr1	114471513	114472467	Open Chromatin	DNase1	Fetal Stomach
rs3811019	chr1	114471520	114471720	Histone	H3K14ac	H1 hESC
rs3811019	chr1	114471521	114473434	Histone	H3K4me3	H1-trophoblast
rs3811019	chr1	114471526	114473033	Open Chromatin	DNase1	Small Intestine
rs3811019	chr1	114471531	114473160	Histone	H3K27ac	Psoas Muscle
rs742872	chr1	115724840	115728360	Histone	H2AK5ac	IMR90
rs742872	chr1	115724840	115728360	Histone	H2BK12ac	IMR90
rs742872	chr1	115724840	115728360	Histone	H2BK12ac	IMR 90
rs742872	chr1	115724880	115728340	Histone	H3K14ac	IMR90
rs742872	chr1	115724880	115728320	Histone	H2AK5ac	IMR 90
rs742872	chr1	115724900	115728320	Histone	H2BK12ac	H1-trophoblast
rs742872	chr1	115724900	115726740	Histone	H2AK5ac	H1-trophoblast
rs742872	chr1	115724920	115728280	Histone	H3K14ac	H1-trophoblast
rs742872	chr1	115725020	115728260	Histone	H3K4me1	heart
rs742872	chr1	115725282	115728299	Histone	H3K27ac	Right Atrium
rs742872	chr1	115725440	115730740	Histone	H3K4me1	Fetal Muscle Leg
rs742872	chr1	115725550	115728310	Histone	H3K27ac	Left Ventricle
rs742872	chr1	115725660	115728380	Histone	H3K4me1	Fetal Stomach
rs742872	chr1	115725685	115726921	Histone	H3K27ac	Fetal Stomach
rs742872	chr1	115725689	115728309	Histone	H3K27ac	Aorta
rs742872	chr1	115725700	115728360	Histone	H4K8ac	IMR 90
rs742872	chr1	115725720	115728360	Histone	H3K4me1	IMR 90
rs742872	chr1	115725720	115728140	Histone	H3K4me1	lung ENCSR465WKM
rs742872	chr1	115725780	115726240	Histone	H4K8ac	H1-trophoblast
rs742872	chr1	115725793	115728242	Histone	H2BK120ac	IMR90
rs742872	chr1	115725866	115726207	Histone	H3K27ac	Fetal Thymus
rs742872	chr1	115726000	115726980	Histone	H3K79me1	H1-trophoblast
rs742872	chr1	115726002	115728279	Histone	H2BK20ac	IMR90
rs742872	chr1	115726040	115726400	Histone	H3K4me1	HUES64
rs742872	chr1	115726040	115728280	Histone	H4K8ac	IMR90
rs742872	chr1	115726062	115726381	Histone	H3K27ac	Ovary
rs742872	chr1	115726065	115726405	Histone	H3K27ac	Fetal Muscle Leg
rs742872	chr1	115726080	115726260	Histone	H3K79me1	IMR 90
rs742872	chr1	115726120	115726360	Histone	H3K4me1	iPS 20b
rs742871	chr1	115724840	115728360	Histone	H2AK5ac	IMR90
rs742871	chr1	115724840	115728360	Histone	H2BK12ac	IMR90
rs742871	chr1	115724840	115728360	Histone	H2BK12ac	IMR 90
rs742871	chr1	115724880	115728340	Histone	H3K14ac	IMR90
rs742871	chr1	115724880	115728320	Histone	H2AK5ac	IMR 90
rs742871	chr1	115724900	115728320	Histone	H2BK12ac	H1-trophoblast
rs742871	chr1	115724900	115726740	Histone	H2AK5ac	H1-trophoblast
rs742871	chr1	115724920	115728280	Histone	H3K14ac	H1-trophoblast
rs742871	chr1	115725020	115728260	Histone	H3K4me1	heart
rs742871	chr1	115725282	115728299	Histone	H3K27ac	Right Atrium
rs742871	chr1	115725440	115730740	Histone	H3K4me1	Fetal Muscle Leg
rs742871	chr1	115725550	115728310	Histone	H3K27ac	Left Ventricle
rs742871	chr1	115725660	115728380	Histone	H3K4me1	Fetal Stomach
rs742871	chr1	115725685	115726921	Histone	H3K27ac	Fetal Stomach
rs742871	chr1	115725689	115728309	Histone	H3K27ac	Aorta
rs742871	chr1	115725700	115728360	Histone	H4K8ac	IMR 90
rs742871	chr1	115725720	115728360	Histone	H3K4me1	IMR 90
rs742871	chr1	115725720	115728140	Histone	H3K4me1	lung ENCSR465WKM
rs742871	chr1	115725793	115728242	Histone	H2BK120ac	IMR90
rs742871	chr1	115726000	115726980	Histone	H3K79me1	H1-trophoblast
rs742871	chr1	115726002	115728279	Histone	H2BK20ac	IMR90
rs742871	chr1	115726040	115726400	Histone	H3K4me1	HUES64
rs742871	chr1	115726040	115728280	Histone	H4K8ac	IMR90
rs742871	chr1	115726062	115726381	Histone	H3K27ac	Ovary
rs742871	chr1	115726065	115726405	Histone	H3K27ac	Fetal Muscle Leg
rs742871	chr1	115726120	115726360	Histone	H3K4me1	iPS 20b
rs742871	chr1	115726212	115726369	Histone	H4K91ac	H1-neuronal progenitor
rs742871	chr1	115726215	115727431	Histone	H3K27ac	Fetal Thymus
rs742871	chr1	115726220	115728260	Histone	H3K4me1	H1-trophoblast
rs742871	chr1	115726223	115728304	Histone	H3K4ac	IMR90
rs742871	chr1	115726239	115726707	Histone	H4K91ac	H1-trophoblast
rs742871	chr1	115726240	115726600	Histone	H3K4me1	Left Ventricle
rs742871	chr1	115726240	115728300	Histone	H3K4me1	IMR90
rs742871	chr1	115726256	115726757	Open Chromatin	DNase1	lung ENCSR465WKM
rs742871	chr1	115726260	115726960	Histone	H3K27ac	heart right ventricle
rs742871	chr1	115726280	115726800	Histone	H3K4me1	Psoas Muscle
rs742871	chr1	115726282	115726707	Open Chromatin	DNase1	Fetal Muscle Leg
rs742871	chr1	115726282	115727023	Open Chromatin	DNase1	Fetal Muscle Trunk
rs742871	chr1	115726283	115726660	Open Chromatin	DNase1	Ovary
rs742871	chr1	115726300	115726600	Histone	H3K4me1	iPS DF 19.11
rs742871	chr1	115726316	115726749	Open Chromatin	DNase1	brain
rs10489532	chr1	115728380	115735380	Histone	H2AK5ac	IMR90
rs10489532	chr1	115732480	115735320	Histone	H3K14ac	IMR90
rs10489532	chr1	115734763	115735095	Transcription Factor	NFE2L2	IMR 90
rs10489532	chr1	115734820	115735420	Histone	H3K4me1	IMR 90
rs10489532	chr1	115734820	115735520	Histone	H3K4me1	H1-trophoblast
rs10489532	chr1	115734820	115735520	Histone	H3K79me1	H1-trophoblast
rs10489532	chr1	115734840	115735260	Histone	H3K14ac	IMR 90
rs10489532	chr1	115734840	115735520	Histone	H2BK12ac	H1-trophoblast
rs10489532	chr1	115734860	115735480	Histone	H2BK12ac	IMR 90
rs10489532	chr1	115734860	115735360	Histone	H2AK5ac	IMR 90
rs10489532	chr1	115734860	115735360	Histone	H4K8ac	IMR 90
rs10489532	chr1	115734860	115735280	Histone	H3K4me1	Psoas Muscle
rs10489532	chr1	115734880	115735480	Histone	H2BK12ac	IMR90
rs10489532	chr1	115734880	115735280	Histone	H3K9me1	IMR 90
rs10489532	chr1	115734880	115735540	Histone	H2AK5ac	H1-trophoblast
rs10489532	chr1	115734880	115735340	Histone	H3K4me1	IMR90
rs10489532	chr1	115734882	115735258	Histone	H3K27ac	Right Atrium
rs10489532	chr1	115734888	115735391	Histone	H4K91ac	H1-trophoblast
rs10489532	chr1	115734900	115735380	Histone	H3K14ac	H1-trophoblast
rs10489532	chr1	115734900	115735480	Histone	H4K8ac	H1-trophoblast
rs10489532	chr1	115734920	115735320	Histone	H3K79me2	H1-trophoblast
rs10489532	chr1	115734937	115735357	Histone	H3K27ac	Lung
rs10489532	chr1	115734957	115735169	Histone	H2BK20ac	H9
rs10489532	chr1	115734960	115735540	Histone	H3K9me3	Lung
rs10489532	chr1	115734977	115735179	Histone	H3K27ac	iPS DF 6.9
rs10489532	chr1	115735000	115735180	Histone	H4K8ac	H1-mesenchymal
rs10489532	chr1	115735000	115735260	Histone	H3K79me1	IMR 90
rs10489532	chr1	115735000	115735220	Histone	H3K4me1	Pancreas
rs10489532	chr1	115735020	115735380	Histone	H3K27me3	T cells (PB) Roadmap
rs973836	chr1	115735300	115735980	Histone	H3K4me1	endodermal cell
rs973836	chr1	115735400	115738100	Histone	H3K4me1	Placenta
rs973836	chr1	115735694	115736291	Open Chromatin	DNase1	brain
rs973836	chr1	115735700	115737340	Histone	H2BK12ac	H1-trophoblast
rs973836	chr1	115735700	115736980	Histone	H2AK5ac	IMR90
rs973836	chr1	115735720	115738100	Histone	H3K4me1	Fetal Muscle Trunk
rs973836	chr1	115735720	115737420	Histone	H3K14ac	H1-trophoblast
rs973836	chr1	115735720	115738060	Histone	H3K79me1	H1-trophoblast
rs973836	chr1	115735720	115737820	Histone	H3K27me3	Fetal Adrenal Gland
rs973836	chr1	115735740	115737340	Histone	H2AK5ac	H1-trophoblast
rs973836	chr1	115735740	115737840	Histone	H3K4me1	H1-trophoblast
rs973836	chr1	115735740	115736060	Histone	H4K8ac	H1-trophoblast
rs973836	chr1	115735760	115736480	Histone	H3K4me1	lung ENCSR465WKM
rs973836	chr1	115735800	115736380	Histone	H2BK12ac	IMR90
rs973836	chr1	115735800	115735940	Histone	H4K8ac	H1-mesenchymal
rs973836	chr1	115735813	115736182	Open Chromatin	DNase1	brain ENCSR189GMC
rs973836	chr1	115735860	115736340	Histone	H2AK5ac	IMR 90
rs973836	chr1	115735860	115736240	Histone	H4K8ac	IMR 90
rs973836	chr1	115735880	115736840	Histone	H3K14ac	IMR90
rs17547358	chr1	115778240	115782720	Histone	H2AK5ac	IMR90
rs7556598	chr1	119968720	119970400	Histone	H3K4me1	heart
rs7556598	chr1	119969740	119970260	Histone	H3K27me3	neural stem progenitor cell
rs7556598	chr1	119969800	119970240	Histone	H3K27me3	HUES6
rs7556598	chr1	119969962	119970145	Histone	H3K27ac	Thymus
rs17459837	chr1	201276060	201308960	Histone	H3K27me3	IMR 90
rs17459837	chr1	201302420	201304640	Histone	H3K4me1	Fetal Muscle Trunk
rs17459837	chr1	201303240	201309060	Histone	H3K27me3	Fetal Adrenal Gland
rs17459837	chr1	201303499	201305078	Open Chromatin	DNase1	foreskin melanocyte
rs17459837	chr1	201303600	201305820	Histone	H3K4me1	Fetal Muscle Leg
rs17459837	chr1	201303620	201304060	Histone	H3K27me3	neural stem progenitor cell
rs1538285	chr1	211372016	211372225	Histone	H3K4me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs17019726	chr1	212965300	212971000	Histone	H3K4me1	B cells (PB) Roadmap
rs17019726	chr1	212965480	212969400	Histone	H3K4me1	Monocytes-CD14+ (PB) Roadmap
rs17019726	chr1	212967380	212980180	Histone	H3K36me3	neural stem progenitor cell
rs17019726	chr1	212967620	212982780	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs17019726	chr1	212968460	212969260	Histone	H3K36me3	Fetal Stomach
rs17019726	chr1	212968520	212970720	Histone	H3K36me3	Fetal Adrenal Gland
rs17019726	chr1	212968560	212969260	Histone	H3K36me3	Fetal Muscle Trunk
rs17019726	chr1	212968560	212969760	Histone	H3K36me3	Fetal Muscle Leg
rs17019726	chr1	212968580	212969140	Histone	H3K36me3	Fetal Intestine Small
rs17019726	chr1	212968640	212969820	Histone	H3K36me3	Natural Killer cells (PB)
rs17019726	chr1	212968640	212969820	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs17019726	chr1	212968660	212969480	Histone	H3K36me3	H1 hESC
rs17019726	chr1	212968700	212972960	Histone	H3K36me3	B cells (PB) Roadmap
rs17019726	chr1	212968720	212972960	Histone	H3K36me3	HUES48
rs17019726	chr1	212968800	212972180	Histone	H3K36me3	Monocytes-CD14+ (PB) Roadmap
rs17019726	chr1	212968840	212969680	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs17019726	chr1	212968840	212976900	Histone	H3K36me3	HUES64
rs17019726	chr1	212968880	212969240	Histone	H3K36me3	Fetal Intestine Large
rs17019726	chr1	212968920	212969780	Histone	H3K36me3	HUES6
rs17019726	chr1	212968920	212969180	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs17019726	chr1	212968940	212969240	Histone	H3K36me3	lung ENCSR465WKM
rs17019726	chr1	212968980	212969700	Histone	H3K36me3	iPS-20b
