Variation ID	Chromosome	Chrom Start	Chrom End	Type	Reference	PubMed	Method	Sample	Gain	Loss
rs2703061	chr12	58717950	58734512	gain	Perry et al 2008	18304495	Oligo aCGH	31	7	0
rs12296139	chr12	59481494	61836534	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs12296139	chr12	61054802	61214545	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs12296139	chr12	61086822	61240180	loss	Park et al 2010	20364138	Oligo aCGH	31	0	1
rs12296139	chr12	61103561	61315791	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs12296139	chr12	61110493	61297319	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs12296139	chr12	61119265	61703407	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	2
rs12296139	chr12	61119265	61315791	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs4766517	chr12	111286858	111418188	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs886125	chr12	111286858	111418188	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs2106407	chr12	111286858	111418188	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs12815195	chr12	111286858	111418188	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs7398833	chr12	111722090	111892934	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs7398833	chr12	111742221	111788402	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs7398833	chr12	111742221	111788402	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs10849946	chr12	111722090	111892934	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs10849946	chr12	111818700	111882485	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs634389	chr12	112117220	112169121	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs10744777	chr12	112170363	112314702	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	35	0
rs10744777	chr12	112173195	112321871	gain	Uddin et al 2014	25503493	SNP array	873	3	0
rs10744777	chr12	112173207	112314714	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	2	0
rs10744777	chr12	112180757	112315743	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	8	0
rs10744777	chr12	112181077	112322484	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	8	0
rs10744777	chr12	112199079	112306165	gain	Shaikh et al 2009	19592680	SNP array	2026	2	0
rs10744777	chr12	112199079	112306165	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs10744777	chr12	112199079	112306165	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs3742000	chr12	112321738	112360701	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs3742000	chr12	112322964	112426841	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12321677	chr12	112321738	112360701	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12321677	chr12	112322964	112426841	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs725146	chr12	126549850	126552921	loss	Uddin et al 2014	25503493	SNP array	873	0	3
rs10507331	chr13	23248798	24985906	gain	Suktitipat et al 2014	25118596	SNP array	3017	3	0
rs10507331	chr13	23499720	24952416	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	7	0
rs10507331	chr13	23504766	24929434	complex	Wang et al 2008	18987735	Sequencing	1	0	0
rs10507331	chr13	23504907	24936987	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	5	0
rs10507331	chr13	23511580	24932645	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs10507331	chr13	23511580	24915551	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs10507331	chr13	23519916	24936848	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs10507331	chr13	23556399	24967515	loss	Pinto et al 2007	17911159	SNP array	771	0	8
rs10507331	chr13	23599985	24922514	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs10507331	chr13	23898453	24084809	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs10507331	chr13	23899626	24173049	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs10507331	chr13	24036553	24214858	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs10507331	chr13	24053631	24185468	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs10507331	chr13	24060288	24224142	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs4769283	chr13	23248798	24985906	gain	Suktitipat et al 2014	25118596	SNP array	3017	3	0
rs4769283	chr13	23499720	24952416	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	7	0
rs4769283	chr13	23504766	24929434	complex	Wang et al 2008	18987735	Sequencing	1	0	0
rs4769283	chr13	23504907	24936987	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	5	0
rs4769283	chr13	23511580	24932645	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs4769283	chr13	23511580	24915551	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs4769283	chr13	23519916	24936848	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs4769283	chr13	23556399	24967515	loss	Pinto et al 2007	17911159	SNP array	771	0	8
rs4769283	chr13	23599985	24922514	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs4769283	chr13	24205325	24381629	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs4769283	chr13	24205325	24381629	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs4769283	chr13	24219959	24487790	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs4769283	chr13	24292905	24385284	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs9554277	chr13	28648668	28926577	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs9554296	chr13	28648668	28926577	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs9554296	chr13	28794257	28873907	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs641696	chr13	32473785	32479944	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs641696	chr13	32475165	32494960	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs9315704	chr13	39801282	40545027	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs17060356	chr13	39801282	40545027	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1686806	chr13	62549702	64908842	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs1686806	chr13	63945129	64471230	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs1686806	chr13	63994085	65040487	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs1686806	chr13	64092322	64528935	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs1686806	chr13	64301591	65372284	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs1686806	chr13	64321868	64430033	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	17	0
rs1686806	chr13	64385304	64521487	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs1686806	chr13	64405309	64500692	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1686806	chr13	64412838	64967458	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs1686806	chr13	64416858	64509786	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs1686806	chr13	64416858	64509786	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs1686806	chr13	64419178	64962138	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	4
rs1686806	chr13	64424126	64475455	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs17699419	chr13	96976344	97563413	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs11838497	chr13	102564988	102710411	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs11838497	chr13	102631289	102805300	gain	Wong et al 2007	17160897	BAC aCGH	95	3	0
rs11838497	chr13	102654128	102667762	loss	Pinto et al 2007	17911159	SNP array	771	0	2
rs11838497	chr13	102658008	102669629	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs11838497	chr13	102658652	102719229	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs11838497	chr13	102658652	102719229	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs11838497	chr13	102661506	102685260	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	1
rs1884058	chr14	26525569	26763627	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs1884058	chr14	26582851	26755671	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs202961	chr14	27531036	27824038	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs202961	chr14	27531048	27803000	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	2
rs202961	chr14	27536251	27774944	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs202961	chr14	27643446	27940232	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs202961	chr14	27685087	27724549	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs2415436	chr14	38553978	38583051	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2415436	chr14	38556241	38584264	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs2415436	chr14	38556241	38584264	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs2415436	chr14	38565346	38572202	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs8008865	chr14	43056648	43773651	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs8008865	chr14	43212420	44474929	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs8008865	chr14	43310669	43496959	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs8008865	chr14	43350607	44581629	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs8008865	chr14	43392106	43555789	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs8008865	chr14	43416579	43436392	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs8008865	chr14	43428720	43466768	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs8008865	chr14	43429733	43435164	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	3
rs7157296	chr14	50491199	50906471	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs7141328	chr14	50491199	50906471	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs12882996	chr14	56346244	56550642	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs12882996	chr14	56381206	56382729	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs1583945	chr14	62304908	62329107	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs1583947	chr14	62304908	62329107	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs12895242	chr14	83018015	83258920	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs12895242	chr14	83066037	83203657	loss	Pinto et al 2007	17911159	SNP array	771	0	2
rs12895242	chr14	83128775	83313772	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs1052912	chr14	103436945	103609181	loss	Wong et al 2007	17160897	BAC aCGH	95	0	3
rs1052912	chr14	103531728	103913306	loss	Perry et al 2008	18304495	Oligo aCGH	31	0	1
rs1052912	chr14	103555496	103605807	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs12907720	chr15	31731002	31904613	loss	Locke et al 2006	16826518	BAC aCGH	265	0	10
rs12907720	chr15	31885999	31974400	loss	Locke et al 2006	16826518	BAC aCGH	265	0	3
rs12907720	chr15	31897011	32511555	gain	Pinto et al 2007	17911159	SNP array	771	25	0
rs7170060	chr15	31731002	31904613	loss	Locke et al 2006	16826518	BAC aCGH	265	0	10
rs7170060	chr15	31885999	31974400	loss	Locke et al 2006	16826518	BAC aCGH	265	0	3
rs7170060	chr15	31897011	32511555	gain	Pinto et al 2007	17911159	SNP array	771	25	0
rs345778	chr15	32896349	34849262	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs345778	chr15	32904602	34830932	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs345778	chr15	33148206	33548527	gain	Suktitipat et al 2014	25118596	SNP array	3017	2	0
rs345778	chr15	33244671	33446971	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs8032900	chr15	39470707	40204221	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs8032900	chr15	39759012	39771434	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs2018967	chr15	70464506	70687451	loss	Perry et al 2008b	18775914	BAC aCGH, FISH, PCR	62	0	1
rs2018967	chr15	70533431	70598241	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs2018967	chr15	70533431	70598241	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs2018967	chr15	70542019	70598241	loss	Jakobsson et al 2008	18288195	SNP array	443	0	3
rs11858454	chr15	71431975	71704320	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs11858454	chr15	71435621	71701660	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs11858454	chr15	71435621	71701660	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs11858454	chr15	71475343	71883670	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs8032794	chr15	71848618	71980892	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs8032794	chr15	71905515	71909971	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs893379	chr15	92804907	93270761	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs893379	chr15	93193564	93198936	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs401072	chr15	92804907	93270761	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs401072	chr15	93211990	93239388	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs285753	chr15	92804907	93270761	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs285753	chr15	93211990	93239388	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9920491	chr15	98543414	98713184	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9920491	chr15	98596545	98599761	gain	Conrad et al 2009	19812545	Oligo aCGH	40	2	0
rs6598368	chr15	100975212	101602839	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6598368	chr15	101015085	101190826	gain	Wong et al 2007	17160897	BAC aCGH	95	2	0
rs2099106	chr16	9333693	9392381	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1362323	chr16	9717368	9784163	loss	Shaikh et al 2009	19592680	SNP array	2026	0	2
rs1362323	chr16	9754930	9801990	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs1362323	chr16	9757305	9799641	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs1362323	chr16	9762296	9787937	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs1362323	chr16	9775325	9829848	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs1362323	chr16	9780094	9822841	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs12708716	chr16	10239264	11455993	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12924729	chr16	10239264	11455993	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs12924729	chr16	11185195	11201932	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9746695	chr16	10239264	11455993	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs4129934	chr16	11426971	11542894	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs4129934	chr16	11523529	11600102	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs4129934	chr16	11527177	11573613	loss	Shaikh et al 2009	19592680	SNP array	2026	0	2
rs6498657	chr16	15479878	18165043	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs6498657	chr16	15479878	18165043	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs6498657	chr16	15481921	18378843	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6498657	chr16	16858307	17752309	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6498657	chr16	16917136	18780937	gain	Pinto et al 2007	17911159	SNP array	771	5	0
rs2545886	chr16	20929224	21171873	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs2545886	chr16	20929224	21171873	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs8063113	chr16	77926034	78594967	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	3	0
rs8063113	chr16	78083476	78708698	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs8063113	chr16	78243383	78420882	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs8063113	chr16	78243383	78420882	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs8063113	chr16	78250054	78352757	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs8063113	chr16	78253928	78417314	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	3
rs8063113	chr16	78258456	78308761	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs8063113	chr16	78259979	78285649	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs433900	chr16	84041024	84346067	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	1	0
rs433900	chr16	84200000	87100000	gain	Iafrate et al 2004	15286789	BAC aCGH, FISH	39	3	0
rs433900	chr16	84209856	84385879	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs433900	chr16	84240045	84405991	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs433900	chr16	84286965	84450881	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	4	0
rs433900	chr16	84286965	84450881	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs12444385	chr16	84200000	87100000	gain	Iafrate et al 2004	15286789	BAC aCGH, FISH	39	3	0
rs12444385	chr16	85341099	87179627	complex	Wang et al 2008	18987735	Sequencing	1	0	0
rs3803676	chr16	88700000	90354753	loss	Iafrate et al 2004	15286789	BAC aCGH, FISH	39	0	1
rs3803676	chr16	89413657	89727595	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs3803676	chr16	89442906	89652148	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	58	0
rs3803676	chr16	89513233	89667337	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs3803676	chr16	89571175	89598077	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs382745	chr16	88700000	90354753	loss	Iafrate et al 2004	15286789	BAC aCGH, FISH	39	0	1
rs382745	chr16	89413657	89727595	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs382745	chr16	89442906	89652148	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	58	0
rs382745	chr16	89513233	89667337	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs382745	chr16	89599101	89663873	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs382745	chr16	89599101	89663873	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs382745	chr16	89603585	89727595	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs16945811	chr17	1244991	1308828	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs16945811	chr17	1254878	1415910	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs16945811	chr17	1287500	1296356	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs16945811	chr17	1288008	1299106	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs16945811	chr17	1294485	1367122	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs9900326	chr17	10226279	10842919	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9900326	chr17	10587157	10729950	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs9900326	chr17	10665349	10718089	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs9900326	chr17	10707284	10711174	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs4792677	chr17	15607266	16053512	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs4792677	chr17	15676810	15695141	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	18
rs4792677	chr17	15677000	15694785	loss	McCarroll et al 2008	18776908	SNP array	270	0	5
rs2429542	chr17	38878826	38923635	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs2429542	chr17	38892688	38925032	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs2316667	chr17	45020359	45252624	loss	Wong et al 2007	17160897	BAC aCGH	95	0	4
rs2316667	chr17	45084278	45183152	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs2316667	chr17	45130764	45203468	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2316667	chr17	45130776	45225222	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	2	0
rs2316667	chr17	45143124	45153759	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	2	0
rs2316667	chr17	45143124	45153759	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	19
rs2316667	chr17	45151548	45196190	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs1263978	chr17	49609280	49970723	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs1263978	chr17	49815360	49849208	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs8066419	chr17	54092818	54291151	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs9901454	chr17	55090066	55793467	loss	de Smith et al 2007	17666407	Oligo aCGH	51	0	17
rs9901454	chr17	55287870	55307680	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs2190759	chr17	55786796	55834533	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	1
rs6505974	chr18	0	2900000	loss	Iafrate et al 2004	15286789	BAC aCGH, FISH	39	0	2
rs6505974	chr18	351003	2238246	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	3	0
rs6505974	chr18	551687	2240220	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs6505974	chr18	1700238	3043516	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6505974	chr18	1897929	2007871	loss	Pinto et al 2007	17911159	SNP array	771	0	2
rs6505974	chr18	1899562	1980668	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	4
rs6505974	chr18	1900056	1994943	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	149
rs6505974	chr18	1902885	1980787	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	5
rs6505974	chr18	1903085	1985566	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	6
rs6505974	chr18	1905134	1980668	loss	Uddin et al 2014	25503493	SNP array	873	0	13
rs6505974	chr18	1905345	2011935	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs6505974	chr18	1908847	1986214	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	43
rs6505974	chr18	1908847	1974966	loss	Chia et al 2012	23635498	Karyotyping, Merging, PCR, Sequencing, SNP array	64	0	1
rs6505974	chr18	1913315	1980668	loss	Shaikh et al 2009	19592680	SNP array	2026	0	29
rs6505974	chr18	1913315	1980668	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	8
rs6505974	chr18	1915708	2172954	gain	Perry et al 2008b	18775914	BAC aCGH, FISH, PCR	62	2	0
rs6505974	chr18	1920423	1980775	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs6505974	chr18	1920753	1990397	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	35
rs6505974	chr18	1925032	1961967	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs10502353	chr18	6740266	7384528	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs10502353	chr18	6873353	7434329	gain	Mokhtar et al 2014	24956385	SNP array	34	1	0
rs10502353	chr18	6936250	8070492	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs10502353	chr18	6980522	8391829	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs10502353	chr18	7078556	7202091	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs10502353	chr18	7080134	7564298	gain	Suktitipat et al 2014	25118596	SNP array	3017	7	0
rs10502353	chr18	7111032	7658679	gain	Chia et al 2012	23635498	Karyotyping, Merging, PCR, Sequencing, SNP array	64	1	0
rs10502353	chr18	7143647	7147129	gain	Park et al 2010	20364138	Oligo aCGH	31	2	0
rs10502353	chr18	7144372	7147129	gain	Park et al 2010	20364138	Oligo aCGH	31	14	0
rs11081333	chr18	7080134	7564298	gain	Suktitipat et al 2014	25118596	SNP array	3017	7	0
rs11081333	chr18	7111032	7658679	gain	Chia et al 2012	23635498	Karyotyping, Merging, PCR, Sequencing, SNP array	64	1	0
rs11081333	chr18	7159818	7524275	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11081333	chr18	7215274	7659999	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11081333	chr18	6873353	7434329	gain	Mokhtar et al 2014	24956385	SNP array	34	1	0
rs11081333	chr18	6936250	8070492	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11081333	chr18	6980522	8391829	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs11081349	chr18	6936250	8070492	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11081349	chr18	6980522	8391829	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs11081349	chr18	7962216	7981018	loss	Shaikh et al 2009	19592680	SNP array	2026	0	3
rs2041718	chr18	9994684	10132916	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs2041718	chr18	9995044	10133804	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
